title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
Patients Are Being Billed For Some Phone Chats With Doctors That Used To Be Free,https://www.npr.org/sections/health-shots/2020/04/27/843475097/patients-are-being-billed-for-some-phone-chats-with-doctors-that-used-to-be-free?utm_medium=RSS&utm_campaign=news,"As part of their social distancing policies, elected leaders suggested phone and video medical appointments would be covered by health insurance. So why are some patients paying $70 per virtual visit?",2020-04-27 05:00:24-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,patients are being billed for some phone chats with doctors that used to be free as part of their social distancing policies elected leaders suggested phone and video medical appointments would be covered by health insurance so why are some patients paying 70 per virtual visit,0.5106,positive,0,0
U.S. Supreme Court sidesteps major gun rights ruling but more cases loom,http://feeds.reuters.com/~r/reuters/topNews/~3/tgq3QdfvAMg/u-s-supreme-court-sidesteps-major-gun-rights-ruling-but-more-cases-loom-idUSKCN22920S,"The U.S. Supreme Court on Monday dismissed a challenge to New York City restrictions on handgun owners transporting their firearms outside the home, avoiding the battle over the scope of the right to bear arms under the U.S. Constitution's Second Amendment for now.",2020-04-27 14:01:41-04:00,reuters/topnews,us supreme court sidesteps major gun rights ruling but more cases loom the us supreme court on monday dismissed a challenge to new york city restrictions on handgun owners transporting their firearms outside the home avoiding the battle over the scope of the right to bear arms under the us constitutions second amendment for now,-0.3221,negative,0,0
"Healthy again, British PM says too risky to relax lockdown yet",http://feeds.reuters.com/~r/reuters/topNews/~3/aTnLaKcKDvA/healthy-again-british-pm-says-too-risky-to-relax-lockdown-yet-idUSKCN2290IB,"Prime Minister Boris Johnson returned to work on Monday after recovering from COVID-19 and warned that it was still too dangerous to relax a stringent lockdown wreaking havoc on Britain's economy, for fear of a deadly second outbreak.",2020-04-27 14:00:17-04:00,reuters/topnews,healthy again british pm says too risky to relax lockdown yet prime minister boris johnson returned to work on monday after recovering from covid19 and warned that it was still too dangerous to relax a stringent lockdown wreaking havoc on britains economy for fear of a deadly second outbreak,-0.6808,negative,0,0
"U.S. states ease coronavirus curbs, plot an economic path forward",http://feeds.reuters.com/~r/reuters/topNews/~3/6j3rkXUC7SQ/u-s-states-ease-coronavirus-curbs-plot-an-economic-path-forward-idUSKCN2291UR,Georgia started letting residents dine at restaurants and watch movies at theaters on Monday as more U.S. states from Minnesota to Mississippi took steps to ease coronavirus restrictions even though health experts warned it may be too early.,2020-04-27 13:45:08-04:00,reuters/topnews,us states ease coronavirus curbs plot an economic path forward georgia started letting residents dine at restaurants and watch movies at theaters on monday as more us states from minnesota to mississippi took steps to ease coronavirus restrictions even though health experts warned it may be too early,0.4404,positive,0,0
UK investigating possible link between severe symptoms for children and COVID-19,http://feeds.reuters.com/~r/reuters/topNews/~3/DfybXTPPN-Y/uk-investigating-possible-link-between-severe-symptoms-for-children-and-covid-19-idUSKCN2292JM,"Britain is examining whether there is a link between an inflammatory disease which severely affects children and COVID-19, a health official said on Monday, adding that it was too soon to say whether there was a link between the two.",2020-04-27 13:42:59-04:00,reuters/topnews,uk investigating possible link between severe symptoms for children and covid19 britain is examining whether there is a link between an inflammatory disease which severely affects children and covid19 a health official said on monday adding that it was too soon to say whether there was a link between the two,-0.6808,negative,0,0
Wall Street gathers steam as U.S. states prepare to reopen,http://feeds.reuters.com/~r/reuters/topNews/~3/dwk5xeABGGY/wall-street-gathers-steam-as-u-s-states-prepare-to-reopen-idUSKCN2291BH,"U.S. stock markets jumped more than 1% on Monday as more states prepared to ease stay-at-home orders and investors geared up for one of the busiest weeks of quarterly earnings reports, including from tech titans Apple and Microsoft.",2020-04-27 13:28:01-04:00,reuters/topnews,wall street gathers steam as us states prepare to reopen us stock markets jumped more than 1 on monday as more states prepared to ease stayathome orders and investors geared up for one of the busiest weeks of quarterly earnings reports including from tech titans apple and microsoft,0.5688,positive,0,0
New York state cancels presidential primary over coronavirus risk,http://feeds.reuters.com/~r/reuters/topNews/~3/ANsH1SfdRBA/new-york-state-cancels-presidential-primary-over-coronavirus-risk-idUSKCN2292IP,"The state of New York on Monday canceled its presidential primary, which had already been delayed from late April to June 23, over concerns voting was an unnecessary risk amid the COVID-19 pandemic.",2020-04-27 13:23:16-04:00,reuters/topnews,new york state cancels presidential primary over coronavirus risk the state of new york on monday canceled its presidential primary which had already been delayed from late april to june 23 over concerns voting was an unnecessary risk amid the covid19 pandemic,-0.7184,negative,0,0
Very long way to go in UK coronavirus fight: health official,http://feeds.reuters.com/~r/reuters/topNews/~3/DmXqrkiQw3A/very-long-way-to-go-in-uk-coronavirus-fight-health-official-idUSKCN2292IG,"Britain has a very long way to go in its attempt to contain the spread of the novel coronavirus and people should not just focus on passing through the first peak of cases of COVID-19, the government's top medical adviser said on Monday.",2020-04-27 13:14:12-04:00,reuters/topnews,very long way to go in uk coronavirus fight health official britain has a very long way to go in its attempt to contain the spread of the novel coronavirus and people should not just focus on passing through the first peak of cases of covid19 the governments top medical adviser said on monday,0.128,neutral,0,0
"Companies bet on AI cameras to track social distancing, limit liability",http://feeds.reuters.com/~r/reuters/topNews/~3/_HGUHr5KpZ0/companies-bet-on-ai-cameras-to-track-social-distancing-limit-liability-idUSKCN22914R,Stores and workplaces eager to avoid spreading the novel coronavirus are equipping existing security cameras with artificial intelligence software that can track compliance with health guidelines including social distancing and mask-wearing.,2020-04-27 13:09:07-04:00,reuters/topnews,companies bet on ai cameras to track social distancing limit liability stores and workplaces eager to avoid spreading the novel coronavirus are equipping existing security cameras with artificial intelligence software that can track compliance with health guidelines including social distancing and maskwearing,0.743,positive,0,0
Shares up on lockdown easing hopes; oil drops further,http://feeds.reuters.com/~r/reuters/topNews/~3/hVhxiqzaGCw/shares-up-on-lockdown-easing-hopes-oil-drops-further-idUSKCN22900Z,"Global stock markets rose on Monday as investors cheered news that more countries and U.S. states were looking to ease lockdowns and the Bank of Japan expanded its stimulus program, while the price of oil continued to crumble as storage runs out.",2020-04-27 13:01:18-04:00,reuters/topnews,shares up on lockdown easing hopes oil drops further global stock markets rose on monday as investors cheered news that more countries and us states were looking to ease lockdowns and the bank of japan expanded its stimulus program while the price of oil continued to crumble as storage runs out,0.8957,positive,0,0
U.S. banks in another mad grab for $310 billion in new small business aid,http://feeds.reuters.com/~r/reuters/topNews/~3/UxEHAMW2wa0/u-s-banks-in-another-mad-grab-for-310-billion-in-new-small-business-aid-idUSKCN2291D6,"U.S. banks on Monday began another chaotic dash to grab $310 billion in fresh small business aid released by the government, after it changed some of the rules of the first-come-first-served program at the 11th hour.",2020-04-27 12:51:34-04:00,reuters/topnews,us banks in another mad grab for 310 billion in new small business aid us banks on monday began another chaotic dash to grab 310 billion in fresh small business aid released by the government after it changed some of the rules of the firstcomefirstserved program at the 11th hour,-0.6249,negative,0,0
New York Governor Cuomo to extend stay-at-home order in some parts of state,http://feeds.reuters.com/~r/reuters/topNews/~3/O3VUKyJiLeg/new-york-governor-cuomo-to-extend-stay-at-home-order-in-some-parts-of-state-idUSKCN2292B3,"New York Governor Andrew Cuomo said on Monday his stay-at-home order will likely be extended beyond May 15 in many parts of the state, but that restrictions could be relaxed in some regions if they have sufficient hospital capacity and meet other criteria.",2020-04-27 12:50:01-04:00,reuters/topnews,new york governor cuomo to extend stayathome order in some parts of state new york governor andrew cuomo said on monday his stayathome order will likely be extended beyond may 15 in many parts of the state but that restrictions could be relaxed in some regions if they have sufficient hospital capacity and meet other criteria,0.6858,positive,0,0
"Trump slams cities, states seeking U.S. aid to offset coronavirus losses",http://feeds.reuters.com/~r/reuters/topNews/~3/xhwF36YF9TQ/trump-slams-cities-states-seeking-u-s-aid-to-offset-coronavirus-losses-idUSKCN22924N,U.S. President Donald Trump on Monday slammed U.S. cities and states seeking billions of dollars in more federal aid to offset huge losses amid the coronavirus outbreak as lawmakers spar over the next round of potential economic relief along sharp party lines.,2020-04-27 12:38:20-04:00,reuters/topnews,trump slams cities states seeking us aid to offset coronavirus losses us president donald trump on monday slammed us cities and states seeking billions of dollars in more federal aid to offset huge losses amid the coronavirus outbreak as lawmakers spar over the next round of potential economic relief along sharp party lines,0.4019,positive,1,0
